user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at
user_02318,thomasstacey@example.com,Jesse,Andrews,,Male,USA,Washington,Cindyville,Premium,08-11-2022,FALSE,8.62,Laptop,1,56:23.5
user_02319,wilsonheather@example.net,Robert,Williams,40,Female,USA,Illinois,New Ericmouth,Basic,17-05-2023,TRUE,1.17,Smart TV,8,20:06.3
user_02320,valdezanthony@example.org,Anna,Haney,33,Male,Canada,Ontario,Fraziershire,Premium,17-01-2023,TRUE,5.96,Mobile,3,57:42.2
user_02321,rhoward@example.net,Olivia,Cruz,24,Male,USA,California,Allenside,Standard,29-09-2022,TRUE,26.69,Gaming Console,3,31:48.4
user_02322,iwells@example.net,Wendy,Cervantes,35,Male,USA,Wisconsin,West Brandon,Premium,23-08-2023,FALSE,6.63,Gaming Console,7,22:37.1
user_02323,michelle48@example.org,Douglas,Farmer,39,,USA,Michigan,Lake William,Premium+,02-03-2025,FALSE,32.79,Laptop,2,40:06.0
user_02324,fmartin@example.com,Tyler,Calhoun,30,Female,USA,Georgia,West Andrewfurt,Basic,17-05-2024,TRUE,,Laptop,,47:10.7
user_02325,manningtodd@example.org,Donald,Smith,34,Male,Canada,Quebec,South Lindashire,Standard,27-12-2022,FALSE,14.97,Laptop,,58:35.1
user_02326,lbrown@example.com,Samuel,Carter,45,Female,USA,Indiana,Port Michael,Standard,27-10-2022,TRUE,33.24,Tablet,4,30:58.0
user_02327,johnsondaniel@example.com,Mike,Bridges,31,Female,USA,Pennsylvania,South Brian,Premium,03-10-2024,TRUE,2.15,Smart TV,2,45:49.0
user_02328,ashley17@example.com,Stephanie,Duarte,25,Other,Canada,Newfoundland and Labrador,North Janice,Premium,23-03-2023,TRUE,,Smart TV,3,07:18.0
user_02329,millernicole@example.org,Donna,Knight,32,Female,USA,Michigan,North Margaret,Standard,05-05-2025,TRUE,7.62,Gaming Console,4,37:05.9
user_02330,mcgrathrobert@example.org,Matthew,House,21,Male,USA,Illinois,Lake Lawrence,Standard,06-07-2025,FALSE,344.49,Desktop,5,12:41.7
user_02331,maria11@example.net,Victoria,Frye,22,Female,USA,Maryland,North Patriciabury,Premium,15-09-2024,TRUE,25.77,Gaming Console,,49:41.2
user_02332,rivasedward@example.com,Lauren,Hogan,31,Female,USA,Michigan,Lawsonchester,Premium,15-02-2025,FALSE,5.42,Laptop,1,00:05.3
user_02333,ehernandez@example.com,Mary,White,23,Female,Canada,Nova Scotia,Katherinefurt,Premium,28-07-2024,FALSE,16.52,Mobile,,20:58.0
user_02334,melissa18@example.org,Kimberly,Leon,35,Female,USA,Pennsylvania,South Brianside,Premium,05-06-2025,FALSE,24.55,Gaming Console,4,29:18.1
user_02335,renee08@example.org,Travis,Jefferson,44,Female,USA,Arizona,West Josephport,Standard,16-04-2025,TRUE,13.14,Laptop,4,13:23.9
user_02336,kaitlynsnyder@example.net,Alyssa,Graves,7,Male,USA,Tennessee,West Loribury,Premium,04-08-2024,FALSE,29.1,Smart TV,3,32:27.5
user_02337,nhicks@example.com,Kelly,Brown,34,Female,USA,Michigan,Edwardtown,Standard,06-07-2025,TRUE,,Smart TV,4,50:25.7
user_02338,pattersonchristian@example.com,Ronald,Moore,26,Female,USA,Massachusetts,Myersville,Standard,10-07-2023,FALSE,11.77,Mobile,1,12:44.5
user_02339,benjamin76@example.org,Gwendolyn,Bailey,46,,USA,Virginia,North Rachelfort,Standard,14-02-2023,TRUE,,Mobile,7,06:14.4
user_02340,hkim@example.net,Samantha,Lloyd,36,Female,Canada,Saskatchewan,Freemanland,Premium,24-12-2024,TRUE,6.14,Desktop,2,14:05.2
user_02341,brenda14@example.org,Stephanie,Rodriguez,14,Female,USA,Virginia,Cranestad,Premium+,10-03-2024,FALSE,8.12,Smart TV,3,49:53.0
user_02342,kristen08@example.net,George,Reed,17,Male,Canada,Newfoundland and Labrador,Haileyfurt,Standard,09-11-2022,TRUE,26.59,Gaming Console,3,43:41.0
user_02343,brucerobinson@example.org,Michele,Hernandez,35,Female,USA,Florida,Port Chadfurt,Basic,26-09-2024,TRUE,7.02,Smart TV,1,14:12.1
user_02344,pereznathan@example.com,Nicole,Stewart,43,Male,Canada,British Columbia,Nolanland,Standard,12-09-2024,FALSE,9.64,Desktop,1,26:24.9
user_02345,amber63@example.com,David,Sanchez,35,Female,USA,Missouri,Lopezberg,Premium,10-06-2024,TRUE,12.5,Tablet,2,34:27.8
user_02346,brandon80@example.com,Andrew,Hansen,33,Other,Canada,Ontario,Port Susan,Standard,26-04-2025,TRUE,26.94,Smart TV,6,44:39.9
user_02347,fischertina@example.net,Samuel,Fernandez,37,Other,USA,Virginia,Port Jennifer,Premium+,13-06-2025,TRUE,8.9,Mobile,7,55:12.4
user_02348,jacquelineedwards@example.net,Aaron,Clay,,Female,USA,New Jersey,Annettebury,Premium,14-09-2023,TRUE,21.08,Desktop,3,38:03.0
user_02349,reidstacey@example.net,Brian,Smith,13,Female,Canada,British Columbia,East Melindachester,Basic,09-09-2023,TRUE,11.1,Tablet,2,57:18.7
user_02350,samantha01@example.net,Ruth,Evans,26,Female,USA,Indiana,New Justinfort,Standard,28-08-2022,FALSE,16.77,Gaming Console,5,00:43.3
user_02351,wallacemaxwell@example.org,Alexander,Hayden,,Prefer not to say,USA,Tennessee,West Meganton,Standard,24-02-2023,TRUE,,Laptop,3,03:55.6
user_02352,owenangela@example.com,Alexander,Martinez,48,Male,USA,Tennessee,Christophertown,Premium+,30-10-2024,FALSE,12.65,Laptop,4,30:21.5
user_02353,vasquezcrystal@example.org,Jessica,Jones,,Male,Canada,Newfoundland and Labrador,East Leah,Premium,02-01-2024,TRUE,,Desktop,3,22:40.4
user_02354,shane87@example.net,Bobby,Craig,69,Male,Canada,British Columbia,New Brandon,Premium+,08-09-2023,TRUE,19.92,Mobile,5,10:25.3
user_02355,tmiller@example.org,Thomas,Gilbert,15,Male,Canada,Newfoundland and Labrador,Amandaland,Premium,07-04-2025,TRUE,9.46,Gaming Console,3,21:51.8
user_02356,bevans@example.com,Christopher,Santana,21,Male,USA,Ohio,Nathanchester,Standard,09-09-2023,TRUE,11.07,Tablet,,43:18.6
user_02357,yhaynes@example.net,Amanda,Rich,25,Male,Canada,Newfoundland and Labrador,Lake Katherine,Basic,07-03-2023,TRUE,10.34,Laptop,2,59:00.3
user_02358,lisaholt@example.net,Dale,Smith,24,Female,Canada,Prince Edward Island,Anthonyberg,Premium+,19-08-2022,FALSE,10.37,Tablet,2,25:23.3
user_02359,kimpayne@example.com,Roy,Mcdonald,31,Male,USA,Illinois,South Brad,Premium,23-12-2023,FALSE,10.13,Laptop,3,47:08.2
user_02360,gharris@example.org,Jamie,Lee,,Female,USA,New Jersey,East James,Premium,11-04-2024,TRUE,9.17,Laptop,5,00:27.3
user_02361,steven07@example.com,Alexandra,Taylor,26,Female,USA,Illinois,Francofurt,Premium,02-03-2024,TRUE,6.81,Gaming Console,2,36:35.6
user_02362,kstephens@example.com,Alexander,Castaneda,52,Male,Canada,New Brunswick,South Brianna,Premium,06-10-2024,TRUE,4.84,Tablet,3,09:08.9
user_02363,bmorris@example.com,Erica,Moore,41,,Canada,Ontario,Lake Cherylmouth,Premium+,11-08-2022,TRUE,,Desktop,4,26:44.4
user_02364,josephhardy@example.net,Nicole,Scott,12,Female,USA,New York,Port Laurenview,Basic,28-02-2023,TRUE,3.14,Desktop,4,06:38.6
user_02365,dhardin@example.net,Paul,Garcia,49,Male,Canada,Ontario,South Jacquelinechester,Premium,02-10-2022,TRUE,0.67,Gaming Console,2,21:18.9
user_02366,danielleschmidt@example.net,Meagan,Wallace,47,Female,USA,Michigan,Janicebury,Premium,27-11-2022,TRUE,2.23,Laptop,,57:11.2
user_02367,mitchellpaula@example.com,Tommy,Young,,Female,USA,Georgia,Lake Christian,Standard,03-07-2025,TRUE,7.55,Tablet,7,38:34.8
user_02368,rhendrix@example.com,Tammy,Sanchez,38,Female,USA,Massachusetts,Cherryburgh,Standard,06-04-2023,TRUE,27.46,Tablet,4,34:23.4
user_02369,cgraham@example.net,Mallory,Meyer,29,Male,USA,Arizona,Pennyville,Standard,29-11-2023,TRUE,25.73,Mobile,3,48:53.5
user_02370,darrylmendez@example.com,Megan,Welch,29,Female,USA,Massachusetts,Elizabethport,Premium,17-05-2023,TRUE,8.94,Smart TV,,35:06.7
user_02371,ashleybrown@example.com,Derek,Kennedy,29,Female,USA,Missouri,South Elizabethville,Premium,21-07-2025,TRUE,29.47,Smart TV,1,13:24.9
user_02372,olove@example.net,Emily,Zhang,40,Male,USA,Georgia,Port Amanda,Premium,31-12-2022,TRUE,18.64,Gaming Console,1,22:43.1
user_02373,vbanks@example.com,Anna,Bird,,Male,USA,California,West Richard,Premium,23-05-2023,TRUE,26.36,Mobile,2,36:26.6
user_02374,tracyhowe@example.net,Marissa,Jenkins,68,Female,USA,Florida,Lake Michael,Standard,05-09-2022,FALSE,5.83,Smart TV,3,40:38.5
user_02375,yhensley@example.net,Brenda,Jones,48,Male,USA,Massachusetts,North Brandonville,Standard,05-10-2023,TRUE,29.94,Gaming Console,3,04:14.6
user_02376,benjamindavis@example.net,Melissa,Pena,20,Male,USA,Indiana,Michelleburgh,Standard,26-04-2025,TRUE,6.61,Tablet,3,48:59.8
user_02377,elizabeth89@example.net,Glenda,Brown,46,Female,USA,Washington,North Robert,Standard,15-09-2023,TRUE,11.02,Mobile,,19:01.2
user_02378,bradybrian@example.net,Karen,Lin,47,Male,USA,Ohio,East Elizabethview,Premium,02-07-2024,TRUE,10.09,Gaming Console,2,18:35.3
user_02379,jnelson@example.com,Rebekah,Sanchez,35,Male,USA,Tennessee,Morganchester,Basic,07-10-2022,TRUE,14.7,Smart TV,1,01:26.7
user_02380,roneal@example.com,Christopher,Smith,34,Male,USA,Michigan,Jamesside,Standard,13-08-2023,TRUE,19.57,Desktop,3,05:43.6
user_02381,greenchad@example.com,Frank,Farmer,30,Male,USA,North Carolina,South Sandraview,Premium,24-08-2022,TRUE,2.96,Mobile,3,46:32.3
user_02382,rellis@example.com,Jeremy,Watkins,68,Female,USA,Maryland,Erinhaven,Premium+,06-06-2025,TRUE,29.1,Laptop,7,42:48.6
user_02383,phillipsmelissa@example.com,David,Ball,22,,USA,New York,Port Miranda,Standard,26-07-2024,TRUE,12.28,Tablet,2,22:56.4
user_02384,yhayes@example.net,Andrew,Hansen,20,Prefer not to say,USA,Pennsylvania,New William,Basic,13-10-2022,FALSE,,Smart TV,,10:21.2
user_02385,rodneyhunter@example.net,Tara,Ponce,,Prefer not to say,USA,Texas,Zacharyland,Premium,12-08-2023,FALSE,21.87,Desktop,,10:15.6
user_02386,katie84@example.org,Erika,Mcclain,51,Male,USA,New Jersey,Lake Dylanbury,Premium,14-03-2023,TRUE,18.22,Mobile,4,34:11.0
user_02387,palmerandrew@example.net,Charles,Garza,31,Male,USA,New York,West Sarah,Premium,26-02-2025,TRUE,542.33,Smart TV,2,29:43.1
user_02388,moorefrank@example.net,Laura,Long,49,,USA,North Carolina,Lake Williammouth,Standard,16-05-2023,TRUE,6.52,Tablet,2,03:17.3
user_02389,dreid@example.org,Brian,Wallace,31,Prefer not to say,Canada,Quebec,Lake Richardberg,Standard,03-08-2024,TRUE,17.33,Tablet,3,01:29.7
user_02390,jennifer32@example.com,Shawn,Rosario,57,,USA,Washington,West Joanneton,Standard,15-02-2024,TRUE,7.1,Smart TV,3,55:44.7
user_02391,kalvarado@example.net,Christine,Houston,,Male,USA,Georgia,Knightville,Premium,02-09-2023,FALSE,7.9,Mobile,2,03:03.5
user_02392,shaun92@example.net,Ricardo,Newton,35,Prefer not to say,Canada,Alberta,South Lindastad,Basic,13-07-2023,TRUE,21.91,Tablet,3,38:44.8
user_02393,iphelps@example.net,Susan,Day,45,Male,Canada,Quebec,East Chad,Premium,22-04-2024,TRUE,6.38,Smart TV,3,55:28.0
user_02394,lisa56@example.org,Kara,Gray,38,Male,Canada,New Brunswick,North Leah,Premium,10-12-2024,TRUE,9.49,Laptop,3,27:56.1
user_02395,elizabeth95@example.net,Brian,Bell,37,Female,USA,California,Jeremyton,Premium+,01-03-2023,TRUE,21.78,Desktop,1,36:48.7
user_02396,ydavenport@example.net,George,Schultz,44,Female,USA,California,Mitchellfurt,Basic,14-02-2023,TRUE,20.64,Smart TV,2,44:59.9
user_02397,burgessmichael@example.net,Katherine,Ryan,23,Male,USA,Missouri,South Markborough,Premium,08-07-2023,FALSE,7.16,Desktop,,49:49.8
user_02398,wheeleranne@example.net,Leslie,Thompson,14,,Canada,New Brunswick,New Joshua,Standard,19-11-2024,FALSE,13.64,Mobile,2,05:31.4
user_02399,shannon36@example.net,Adam,Brown,34,Male,Canada,Nova Scotia,West Christopher,Basic,15-12-2024,FALSE,,Gaming Console,3,10:01.2
user_02400,banderson@example.com,Beth,Ramirez,28,Male,Canada,Quebec,Jordanland,Premium,01-01-2025,TRUE,9.06,Mobile,3,26:04.1
user_02401,cortezbrian@example.com,Joseph,Mack,39,,Canada,British Columbia,South Destiny,Standard,12-12-2023,TRUE,4.55,Laptop,2,15:17.3
user_02402,dcox@example.org,Brianna,Castillo,40,Prefer not to say,USA,Pennsylvania,Port Briantown,Basic,22-02-2024,TRUE,10.38,Laptop,7,19:06.3
user_02403,johnsalazar@example.com,Kathleen,Wilson,6,Female,USA,Virginia,Port Robertville,Premium,09-06-2025,FALSE,17.9,Laptop,2,01:08.0
user_02404,marygibbs@example.com,Kimberly,Martin,50,Male,USA,Tennessee,Fletcherland,Basic,12-01-2023,TRUE,14.38,Mobile,3,54:55.9
user_02405,bellbrian@example.org,Ryan,Sanders,,Female,Canada,New Brunswick,South Melanie,Premium,04-10-2022,TRUE,18.37,Tablet,6,46:08.6
user_02406,ksandoval@example.net,Scott,Leonard,23,Female,Canada,Quebec,Robertton,Premium+,08-08-2024,TRUE,34.49,Laptop,5,04:15.8
user_02407,royedward@example.net,Andrew,Weaver,,Female,Canada,Prince Edward Island,Chavezshire,Premium,09-05-2023,TRUE,15.9,Desktop,,02:14.2
user_02408,bmedina@example.org,Valerie,Mcmillan,32,Female,Canada,Nova Scotia,Port Kimberlyton,Basic,12-10-2022,TRUE,4.65,Mobile,2,07:34.3
user_02409,allen33@example.com,Michaela,Jones,47,Female,USA,New York,Griffinhaven,Premium,01-06-2023,TRUE,14.76,Gaming Console,2,45:37.6
user_02410,karen64@example.net,Danielle,Miller,34,Male,USA,Missouri,New Joshuaburgh,Premium+,26-07-2024,TRUE,5.71,Smart TV,4,24:19.6
user_02411,taylorryan@example.org,Nicole,Diaz,20,Male,USA,New York,South Lindsay,Premium+,30-08-2022,TRUE,33.7,Laptop,3,59:42.0
user_02412,sgross@example.net,Brian,Fleming,50,Male,USA,New Jersey,Coreybury,Standard,22-04-2025,TRUE,12.41,Smart TV,1,55:44.3
user_02413,deangina@example.com,Andrew,Bernard,46,Male,USA,Texas,Serranohaven,Basic,06-04-2025,TRUE,14.57,Tablet,4,09:45.7
user_02414,bmosley@example.net,Cody,Malone,43,Male,USA,Georgia,Franktown,Standard,01-04-2025,TRUE,,Mobile,2,34:46.7
user_02415,joy58@example.org,Yolanda,Scott,,Male,Canada,New Brunswick,Dawsonshire,Premium,09-09-2024,TRUE,8.76,Gaming Console,3,02:27.0
user_02416,halljames@example.com,Julie,Davis,66,,Canada,Prince Edward Island,Thompsonberg,Basic,01-06-2024,TRUE,8.51,Mobile,,19:24.0
user_02417,brittany58@example.org,Wendy,George,53,Male,Canada,New Brunswick,North Derekfurt,Standard,22-03-2023,TRUE,,Tablet,,05:09.1
user_02418,eterry@example.org,Barbara,Henderson,59,Female,USA,North Carolina,New Donna,Premium,22-10-2024,TRUE,4.61,Desktop,,52:55.5
user_02419,amanda21@example.org,David,Wong,44,Female,USA,Florida,Sullivanview,Premium,07-08-2024,TRUE,47.91,Gaming Console,,49:29.3
user_02420,cindyfarmer@example.com,Linda,Moore,25,Female,USA,Maryland,Wardhaven,Basic,31-05-2024,TRUE,20.41,Tablet,1,09:48.8
user_02421,lisahernandez@example.net,Dylan,King,53,Male,USA,Missouri,Lake Jamesstad,Standard,16-12-2024,TRUE,28,Gaming Console,2,52:17.7
user_02422,andreahenry@example.org,Andrew,Fletcher,36,Female,USA,Arizona,Jenniferton,Premium,05-12-2024,TRUE,2.18,Tablet,3,33:52.3
user_02423,alvarezerika@example.org,Jacob,Boyd,47,Male,Canada,Manitoba,Port Jessica,Premium,27-08-2022,TRUE,29.56,Desktop,1,11:24.9
user_02424,misty73@example.com,Alexandra,Bell,31,Male,USA,Maryland,South Douglas,Premium,25-05-2025,TRUE,28.78,Gaming Console,6,35:41.3
user_02425,melinda11@example.com,Melissa,Burgess,23,Female,Canada,Prince Edward Island,Katieport,Premium,06-01-2024,TRUE,,Gaming Console,1,52:54.5
user_02426,jilldavis@example.com,Alan,Hensley,18,Male,Canada,Prince Edward Island,New Jack,Standard,23-12-2024,TRUE,3.08,Gaming Console,4,57:54.2
user_02427,vowen@example.com,Megan,Conner,29,Male,USA,Tennessee,Lindsaymouth,Standard,22-01-2023,TRUE,24.36,Gaming Console,2,00:00.4
user_02428,ericweaver@example.net,Kristen,Guerra,43,,USA,Maryland,New Ariel,Standard,13-12-2022,TRUE,4.37,Smart TV,7,30:51.8
user_02429,moonryan@example.net,Cassie,Morgan,,Female,USA,New York,Barretthaven,Standard,21-02-2024,TRUE,22.44,Mobile,4,05:46.5
user_02430,lthomas@example.net,Alexis,Washington,,,USA,North Carolina,Nortonville,Basic,28-04-2023,TRUE,19.64,Laptop,3,34:14.2
user_02431,pgeorge@example.net,Robin,Sims,44,Female,USA,New York,Charlesborough,Standard,02-02-2023,FALSE,17.24,Gaming Console,4,26:36.2
user_02432,foxchristopher@example.org,Cory,Sloan,37,,Canada,Alberta,Johnsonchester,Premium,09-02-2024,TRUE,39.66,Tablet,3,02:08.0
user_02433,kimberly43@example.com,Kimberly,Thompson,30,Male,USA,Massachusetts,Nashborough,Standard,29-11-2024,FALSE,9.56,Mobile,,57:50.3
user_02434,owenjesse@example.com,Brandon,Hudson,42,Male,USA,Georgia,Susanfurt,Basic,11-02-2023,TRUE,,Gaming Console,2,38:46.7
user_02435,cochranmelanie@example.com,Steven,Reeves,47,Prefer not to say,USA,New Jersey,North Erikfurt,Basic,10-06-2024,TRUE,17.23,Tablet,3,00:31.7
user_02436,brianparks@example.org,Charles,West,38,,USA,Georgia,Gregorybury,Standard,25-01-2024,TRUE,28.36,Gaming Console,3,58:49.4
user_02437,patelcheryl@example.org,Robert,Vincent,29,Male,USA,Illinois,Coopermouth,Premium+,19-03-2025,TRUE,12.19,Laptop,2,15:41.2
user_02438,andrewsjeffrey@example.org,Teresa,Stevens,,Female,Canada,Nova Scotia,Calebfurt,Basic,20-01-2023,TRUE,,Smart TV,2,14:17.6
user_02439,thompsonmelissa@example.net,Marissa,Smith,29,Prefer not to say,Canada,Manitoba,Jensenland,Premium+,12-01-2025,TRUE,4.75,Tablet,2,18:00.3
user_02440,patriciamoore@example.net,Michael,Hamilton,46,Male,USA,Indiana,Jeremyborough,Standard,31-08-2022,TRUE,8.03,Mobile,5,31:10.1
user_02441,markjones@example.com,Nicholas,Washington,33,Male,Canada,New Brunswick,Elizabethmouth,Standard,16-03-2023,TRUE,10.94,Desktop,3,40:56.5
user_02442,lharris@example.org,Theresa,Parker,31,,USA,Maryland,Ashleychester,Standard,06-08-2023,TRUE,,Mobile,1,17:20.6
user_02443,hperez@example.com,Joshua,Jacobs,56,Other,USA,Ohio,Lake Alexanderside,Premium,21-11-2022,TRUE,3.7,Laptop,,37:07.4
user_02444,bradley46@example.net,Deborah,Myers,22,Female,USA,Pennsylvania,East Beckystad,Standard,12-02-2024,TRUE,3.18,Gaming Console,3,27:05.9
user_02445,brianshaw@example.net,Donald,Smith,38,Female,Canada,Alberta,Danielhaven,Premium,20-10-2023,TRUE,2.13,Tablet,3,15:13.0
user_02446,ccannon@example.com,David,Price,36,Other,Canada,Nova Scotia,Walterstown,Standard,15-10-2023,FALSE,56.96,Laptop,1,15:38.8
user_02447,victoria96@example.com,Amanda,Mueller,24,Male,Canada,Saskatchewan,East Pamelaview,Standard,29-10-2022,TRUE,,Smart TV,1,29:14.4
user_02448,jeremy76@example.com,Johnny,Sharp,45,Male,USA,Tennessee,Lake Rebeccamouth,Premium,06-08-2023,FALSE,10.72,Smart TV,4,46:14.7
user_02449,michael80@example.org,Courtney,Whitney,30,Female,USA,New Jersey,Thomasmouth,Premium,26-04-2025,TRUE,6.69,Desktop,4,54:18.0
user_02450,brittneyharris@example.net,Benjamin,Cunningham,39,Female,USA,Texas,Marcushaven,Premium+,18-05-2023,TRUE,13.93,Laptop,4,45:19.1
user_02451,hernandezjames@example.org,Kenneth,Brown,44,Male,USA,Arizona,East Glennburgh,Basic,22-07-2023,TRUE,14.31,Mobile,2,24:34.2
user_02452,jonathandavis@example.com,Victoria,Solomon,35,Male,USA,Ohio,Sarafort,Standard,20-05-2023,FALSE,,Smart TV,,52:33.3
user_02453,wmendez@example.net,Angela,Griffin,41,Male,USA,Georgia,Port Melanie,Premium,09-06-2024,TRUE,18.04,Smart TV,1,19:00.6
user_02454,wpearson@example.com,Derrick,Harrington,31,Female,USA,Pennsylvania,Paulchester,Premium+,18-09-2023,FALSE,16.58,Smart TV,2,46:55.5
user_02455,djackson@example.net,Sandra,Garner,55,,USA,Maryland,Johnshire,Standard,27-08-2023,TRUE,16.79,Smart TV,5,52:04.0
user_02456,jwilson@example.net,Courtney,King,,Male,Canada,New Brunswick,Francesberg,Standard,28-04-2023,TRUE,32.92,Tablet,3,00:56.1
user_02457,callahananna@example.net,Kimberly,Moreno,45,Prefer not to say,USA,Arizona,Port Michelleborough,Basic,30-06-2025,TRUE,18.51,Mobile,3,02:56.3
user_02458,lisaperez@example.net,Andrew,Walsh,,,Canada,Quebec,Vargasland,Premium+,14-10-2024,TRUE,5.36,Mobile,,43:07.4
user_02459,laneaustin@example.com,Kelly,Bailey,13,Male,Canada,Nova Scotia,Port Samuelville,Premium+,29-04-2023,TRUE,10.09,Mobile,6,34:57.1
user_02460,andreatorres@example.org,Julie,Gutierrez,108,Male,USA,Pennsylvania,Carolmouth,Premium+,10-04-2024,TRUE,9.54,Desktop,2,09:28.5
user_02461,jenniferrobinson@example.com,Tracy,Lee,45,Female,Canada,Ontario,West Robertmouth,Standard,10-05-2025,TRUE,5.47,Tablet,,33:47.4
user_02462,james76@example.net,Edward,Cruz,38,Female,USA,Maryland,Johnsonstad,Premium,01-05-2024,TRUE,11.27,Gaming Console,2,42:17.1
user_02463,jacob36@example.net,Scott,Ford,42,,Canada,British Columbia,East Tarahaven,Premium,01-03-2023,TRUE,,Desktop,5,12:38.0
user_02464,ballardkara@example.org,David,Yang,45,Female,USA,Tennessee,Jamesburgh,Premium+,02-12-2023,TRUE,17.86,Desktop,4,39:44.7
user_02465,jessicacollins@example.com,Sarah,Pitts,29,Female,USA,Indiana,North Denise,Standard,13-02-2024,TRUE,15.4,Tablet,5,36:26.9
user_02466,ohall@example.net,Alexander,Walker,33,Male,Canada,British Columbia,North Kennethstad,Standard,08-02-2024,TRUE,2.16,Gaming Console,,35:44.5
user_02467,stonetammy@example.net,Penny,Potter,30,,USA,Arizona,Justinfurt,Premium,02-04-2024,TRUE,,Mobile,1,10:26.6
user_02468,josegray@example.net,Jeff,Davenport,46,Male,USA,Georgia,Anneland,Standard,26-02-2023,FALSE,,Smart TV,3,31:03.5
user_02469,torresadam@example.org,Kimberly,Ramirez,40,Other,USA,Illinois,South Justinchester,Standard,29-04-2024,TRUE,11.01,Smart TV,4,43:53.5
user_02470,harrisjesus@example.net,Deborah,Reid,25,Female,USA,Missouri,West Michaelborough,Premium,06-09-2023,TRUE,,Gaming Console,1,29:20.9
user_02471,gonzaleztommy@example.com,Denise,Gordon,31,Male,USA,Washington,Malonemouth,Premium+,16-08-2022,TRUE,11.91,Gaming Console,2,49:48.7
user_02472,smoore@example.net,Alyssa,Smith,31,Female,USA,California,New Christopher,Basic,12-03-2024,TRUE,6.39,Mobile,3,48:13.0
user_02473,olynch@example.net,Rebecca,David,24,,USA,Florida,Port Ivan,Basic,10-07-2024,TRUE,17.87,Mobile,2,23:01.3
user_02474,brittneysanchez@example.com,John,Williams,43,Male,Canada,New Brunswick,Lisachester,Basic,01-03-2025,FALSE,,Smart TV,3,08:09.5
user_02475,victoriaroth@example.com,Angela,Shelton,24,Male,USA,Michigan,Henryland,Basic,11-09-2024,TRUE,16.46,Mobile,2,48:46.0
user_02476,kenneth12@example.org,Katherine,Mitchell,39,Female,Canada,Saskatchewan,Williamfurt,Basic,24-03-2023,FALSE,13.06,Gaming Console,1,34:16.0
user_02477,castillojeffrey@example.org,Stephen,Johnson,16,Female,USA,Indiana,New Nancy,Premium,04-07-2024,TRUE,17.28,Smart TV,,29:28.7
user_02478,eward@example.com,Helen,Newman,15,Female,Canada,Prince Edward Island,Huynhbury,Premium,05-01-2024,TRUE,9.56,Laptop,7,08:08.5
user_02479,michael57@example.com,Jennifer,Hart,29,Male,USA,Pennsylvania,Williamchester,Premium+,11-03-2024,FALSE,4.21,Desktop,1,32:33.6
user_02480,jamesharvey@example.com,Julian,Adams,36,Female,USA,Massachusetts,West Marissa,Basic,28-01-2024,TRUE,,Tablet,,26:27.6
user_02481,christineclarke@example.net,Robin,Cummings,37,Male,Canada,Nova Scotia,Leborough,Standard,08-05-2024,TRUE,28.44,Smart TV,3,33:18.5
user_02482,jason41@example.net,Samuel,Hunt,35,Male,USA,Indiana,Luisville,Premium,27-02-2024,TRUE,49.34,Laptop,2,07:26.5
user_02483,delacruzmelanie@example.net,Colleen,Gregory,49,Other,USA,Missouri,New Kevin,Premium,12-08-2024,FALSE,5.99,Smart TV,3,53:03.0
user_02484,rachel16@example.com,Michael,Wells,26,Male,Canada,Nova Scotia,Lake Eddie,Premium+,02-07-2025,TRUE,4.4,Desktop,3,21:31.5
user_02485,phillip55@example.com,Alexandra,Wilson,36,Female,USA,Maryland,Port Anthonychester,Premium,25-01-2025,TRUE,26.6,Desktop,3,34:51.5
user_02486,james17@example.com,Andrew,Carter,18,,Canada,Prince Edward Island,Burkeshire,Basic,12-02-2024,TRUE,1.24,Tablet,4,58:01.1
user_02487,vmurphy@example.com,Phillip,Cruz,38,Male,USA,Missouri,Kimberlyburgh,Standard,25-08-2022,TRUE,33.62,Smart TV,3,50:03.2
user_02488,cathy96@example.net,Nicholas,Payne,24,Male,USA,Illinois,Toddhaven,Standard,14-06-2023,TRUE,24.21,Laptop,,49:32.9
user_02489,tzavala@example.net,Jordan,Taylor,,Male,USA,Missouri,New Nicholemouth,Standard,08-03-2025,TRUE,35.22,Mobile,2,13:10.2
user_02490,burkegwendolyn@example.com,Sherry,Parks,45,Female,USA,North Carolina,West Victoria,Standard,30-07-2023,TRUE,11.2,Desktop,2,10:07.2
user_02491,alvarezmatthew@example.com,David,Brown,51,Prefer not to say,Canada,Alberta,Baileyhaven,Premium+,29-11-2023,TRUE,3.49,Smart TV,1,15:39.5
user_02492,hannabrian@example.org,Raymond,Webb,63,Female,USA,New Jersey,Obrienshire,Premium,24-10-2024,FALSE,10.69,Tablet,5,24:08.4
user_02493,frobinson@example.net,Thomas,Chan,29,Male,Canada,Alberta,North Mary,Basic,03-08-2023,TRUE,17.37,Laptop,3,04:41.0
user_02494,james82@example.com,Richard,Blanchard,45,Male,Canada,Saskatchewan,Hughesview,Premium,08-02-2025,TRUE,15.04,Desktop,5,25:35.7
user_02495,oholmes@example.net,Valerie,Martinez,28,Male,USA,North Carolina,Breannaport,Premium,23-08-2024,TRUE,8.82,Desktop,,49:16.1
